Feature,KS Statistic,KS P-value,Wasserstein Distance,Jensen-Shannon Divergence,# Features,# Similaires (p > 0.05),# Différentes,PD (%),CB Diff (%),TSTR RF Accuracy,TSTR RF F1-score,TSTR MLP Accuracy,TSTR MLP F1-score,Diversity Gap (%),Vendi Score (real),Vendi Score (synth),Vendi Gap (%),Mean (synth),Variance (synth)
duration,0.017738831322757775,3.8058109364686874e-17,76.97549501935805,0.012493637854168354,,,,,,,,,,,,,,,
protocol_type,0.010737749964783272,1.490579911087355e-06,0.012640947632332838,0.00021257364575286622,,,,,,,,,,,,,,,
service,0.039688667292569146,3.89094203139191e-84,0.9871130372158241,0.09117617045008834,,,,,,,,,,,,,,,
flag,0.05575181665357162,1.1678414240254488e-165,0.22000970104238382,0.008243412806493313,,,,,,,,,,,,,,,
src_bytes,0.23719982988727265,0.0,34899.32681623856,5.89545987473443e-10,,,,,,,,,,,,,,,
dst_bytes,0.06766847196070513,6.413820806347882e-244,15293.083483432261,2.6747012098838194e-11,,,,,,,,,,,,,,,
land,4.713148567603298e-05,1.0,4.713148567603298e-05,2.5415496744751297e-06,,,,,,,,,,,,,,,
wrong_fragment,0.0031733778289073644,0.5680228011755009,0.009458543493962912,0.00021787135274126595,,,,,,,,,,,,,,,
urgent,6.15608476356444e-05,1.0,0.00010196026319075902,2.119192735848633e-05,,,,,,,,,,,,,,,
hot,0.0037438773616133014,0.35718401523074816,0.031804340187063684,0.003186851125098171,,,,,,,,,,,,,,,
num_failed_logins,0.0001423789145272858,1.0,0.00038477482495558046,3.8545593287437744e-05,,,,,,,,,,,,,,,
logged_in,0.03637462531865754,9.75765979368826e-71,0.03637462531865754,0.0010139673350505157,,,,,,,,,,,,,,,
num_compromised,0.00457776985833247,0.15359369437384518,0.20838240927078877,0.00035795664452478184,,,,,,,,,,,,,,,
root_shell,0.0009474832185256687,0.9999999978908392,0.0009474832185256687,8.52956782830265e-05,,,,,,,,,,,,,,,
su_attempted,0.00041362072502060254,1.0,0.0006916150072211469,8.964479199712772e-05,,,,,,,,,,,,,,,
num_root,0.001776651031685228,0.9902629956027502,0.1627923087142228,0.0003119666862422014,,,,,,,,,,,,,,,
num_file_creations,0.0011850396136082741,0.9999947427906739,0.0048498504007084,0.0008184687433665693,,,,,,,,,,,,,,,
num_shells,0.00030780423817844405,1.0,0.0003424321421107157,7.440846858767293e-05,,,,,,,,,,,,,,,
num_access_files,0.0007666079354630151,0.9999999999999792,0.001316813330191735,0.00017146290459104375,,,,,,,,,,,,,,,
num_outbound_cmds,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
is_host_login,3.847480114504975e-06,1.0,3.847480114504975e-06,2.3235838815850673e-07,,,,,,,,,,,,,,,
is_guest_login,0.000848306703214674,0.9999999999904866,0.000848306703214674,1.3399966313849523e-05,,,,,,,,,,,,,,,
count,0.05091783816889395,3.1117762868025996e-138,7.390811070088593,0.09359101499116759,,,,,,,,,,,,,,,
srv_count,0.10740360849698138,0.0,9.295742734458008,0.03635808123539319,,,,,,,,,,,,,,,
serror_rate,0.31247749775866435,0.0,0.041366002101755124,0.02107272114864103,,,,,,,,,,,,,,,
srv_serror_rate,0.2525241122241013,0.0,0.04875687919986024,0.03449054863218903,,,,,,,,,,,,,,,
rerror_rate,0.5164813835323621,0.0,0.04997046946955032,0.017463744874586577,,,,,,,,,,,,,,,
srv_rerror_rate,0.5100607050904674,0.0,0.04867644950263588,0.012210775981216507,,,,,,,,,,,,,,,
same_srv_rate,0.30677850347726554,0.0,0.01901326317771574,0.05860569989748798,,,,,,,,,,,,,,,
diff_srv_rate,0.280392186017901,0.0,0.017204788856459666,0.05348455457583966,,,,,,,,,,,,,,,
srv_diff_host_rate,0.34125683496042125,0.0,0.016101159727334672,0.05997545373653168,,,,,,,,,,,,,,,
dst_host_count,0.0477665220325435,1.0730695275206604e-121,5.086162817548715,0.12313255176610068,,,,,,,,,,,,,,,
dst_host_srv_count,0.05729486090775415,6.139569460252479e-175,8.241649209842606,0.09798514362513441,,,,,,,,,,,,,,,
dst_host_same_srv_rate,0.2255845942228336,0.0,0.02813125235206678,0.08398352780979076,,,,,,,,,,,,,,,
dst_host_diff_srv_rate,0.182539255679795,0.0,0.009353912448772926,0.08615027823905899,,,,,,,,,,,,,,,
dst_host_same_src_port_rate,0.2277146862221478,0.0,0.025696813390741615,0.09118918779549402,,,,,,,,,,,,,,,
dst_host_srv_diff_host_rate,0.344327940738085,0.0,0.006850409641212517,0.05496913092659339,,,,,,,,,,,,,,,
dst_host_serror_rate,0.30075713375612845,0.0,0.05948272731396846,0.04234961669540656,,,,,,,,,,,,,,,
dst_host_srv_serror_rate,0.4068706862186782,0.0,0.06014575143559261,0.030960923046620372,,,,,,,,,,,,,,,
dst_host_rerror_rate,0.35117565618247276,0.0,0.04252336585435142,0.05253520403658741,,,,,,,,,,,,,,,
dst_host_srv_rerror_rate,0.4463707122833887,0.0,0.04695384104312588,0.02781590017216059,,,,,,,,,,,,,,,
GLOBAL,0.14028902847838304,0.31875755457645694,1226.8682560423258,0.029191552675226856,41.0,15.0,26.0,63.41463414634146,0.0009645222348291438,0.9916509561001885,0.9912485841969262,0.9720351916689111,0.9678618000889331,56.40801527966258,37.54659109467933,29.538616210844648,-21.328101034901888,249.2055259096847,576774002.2741493
